asteroid_id,mass,size,velocity,direction_x,direction_y,direction_z,position_x,position_y,position_z,attraction_x,attraction_y,attraction_z
424,3.0984071941030068e+16,795.14,20.95,76053.75,356100.9,730289.08,933251.41,700655.11,801164.66,2649625079.146137,205846526.57640225,912008888.6910248
425,5.1250638193276666e+17,798.92,46.72,485335.8,481211.75,619186.15,890349.41,876000.79,503674.51,54098468120.76233,52740395501.10446,-8003413385.979732
426,2.3950637854460173e+17,987.72,32.18,598457.57,121240.7,275638.92,73199.03,472267.09,977237.45,-23258970190.29676,3988591719.824935,26048200459.617817
427,3.801598930986889e+17,389.38,15.65,27370.71,189467.01,327670.37,332096.03,109923.05,92828.48,-2032227319.3832493,-91503241226.31488,-24189777683.29895
428,5.538155018786516e+17,681.36,40.05,687439.31,857185.99,818427.27,856242.91,133374.42,259690.06,44034477321.09552,-47786802623.82547,-10894615913.557673
429,2.8778921057244685e+17,719.52,25.66,98967.79,154349.94,232682.35,992555.67,675112.99,21145.1,29281144000.32428,9361933599.028358,-25105810149.988876
430,4.0255765861573677e+17,528.62,15.69,58586.31,273791.48,217131.67,485956.46,383455.35,555470.24,70627929671.83075,-20698214608.14623,18536649892.760994
431,9.586722633031854e+16,85.75,23.11,598781.43,567447.15,363262.43,239481.27,113736.05,217787.76,-3317876472.5754204,-9501184698.181526,-6682853380.867606
432,7.102953886683498e+16,440.73,8.64,456067.18,238582.29,231664.78,646963.39,613932.22,408246.27,1598028542.3867247,1593838031.970007,-3578199443.0500712
433,6.15025758526957e+17,870.42,12.92,435169.39,921362.71,982695.39,485415.38,450240.26,838930.55,1521130630.5200872,-4965695280.854337,64044456811.60614
434,7.890123300790486e+17,650.55,24.27,3572.08,664397.84,109749.19,447288.66,377443.82,366489.83,-18873849030.363228,-22244979061.61565,-3762918592.5777235
435,4.310215854740347e+17,397.77,9.38,294208.81,40789.2,274396.53,125224.33,884962.72,341837.82,-38897361848.76305,45843992510.31856,-19132949450.948986
436,5.781412613670341e+17,576.91,6.56,993522.85,11600.91,20806.75,244911.23,504846.01,249991.85,-42964197914.103226,18460882863.697235,-30998895802.678745
437,7.065810483278956e+17,563.03,16.67,816569.48,654038.87,988436.0,671040.34,203653.92,648184.07,23053581356.70675,-52466480746.57808,13638646796.360815
438,6.241464206849329e+17,261.06,48.79,792036.75,284595.54,852761.98,836366.32,759183.4,455104.87,36697302714.392395,24757207146.575275,2124132719.599454
439,5.5126182724302925e+17,514.29,6.89,767790.47,804491.48,194671.87,195015.43,444272.66,582449.99,-40588806687.2372,-34001272892.076397,11958134511.059141
440,7.149027414257807e+17,435.74,35.55,398987.87,872563.61,902849.12,445493.07,22117.95,312634.25,-6633928570.064526,-126061839783.70023,-33946682531.56892
441,4.809250483524998e+17,641.28,46.09,881191.93,491819.78,172713.4,384087.55,464777.05,486689.26,-32588858489.632145,-16515098497.734428,19312469470.97351
442,6.63558865760544e+17,180.86,37.06,914332.46,149853.83,786552.19,635396.06,260757.37,507423.59,15485973531.318104,-50562763734.99518,7786936555.104832
443,1.5893768374180355e+17,240.93,48.19,495712.69,627471.4,989976.98,102767.02,145070.22,823470.68,-20415448074.431335,-13173115594.139343,1395133909.8494792
444,6.546955978993641e+17,871.11,7.51,493613.2,305649.06,871830.54,212139.89,148620.14,399777.44,-49963232231.846436,-65280523528.89341,-8820668040.958752
445,3404252751069549.5,141.77,36.44,748489.95,40586.9,981155.63,341261.89,296515.64,244475.93,-185949286.20085356,-168950185.40643692,-241566112.3235432
446,8.384546373912585e+17,34.52,15.66,607905.51,71449.0,780973.87,584728.74,743386.79,817339.24,-95648509655.48639,-39157761080.67996,159566271072.29874
447,3.963650285421876e+17,247.42,25.4,561066.29,420535.96,438666.54,432534.86,804379.22,8582.52,-148052302.38749218,24545679879.38091,-55734194873.519104
448,1.53878631902052e+17,56.98,47.86,108612.41,168370.68,467991.3,956635.16,172187.14,660034.34,25274142803.43051,-9224186154.55689,4582704138.25712
449,8.320408245468102e+17,25.39,26.39,187488.01,247801.14,890581.72,148195.95,125991.36,730146.36,-77832372416.22983,-66140598268.79906,11935403737.490545
450,1.3873369065516843e+17,829.14,36.85,424208.73,583117.04,435238.71,874989.99,888285.45,547591.99,12499662365.809137,13580512321.931658,694323501.7508782
451,8.755174095070097e+17,965.38,26.02,142161.65,17578.18,233283.01,963233.27,504533.47,481959.28,133419365354.38724,-4989255072.88083,12911198426.369083
452,1.175743334137802e+16,112.36,31.79,229397.26,157344.68,823750.46,892921.57,596122.48,5846.91,741397843.3897705,337089290.2291747,-1518970985.5519204
453,4.632999672806868e+17,197.35,22.06,735460.97,993291.52,253894.92,990339.09,522146.43,171331.9,68641637042.10095,4738746000.384399,-26489788777.7704
454,9.212411951299684e+17,715.5,38.29,635729.95,450246.5,459191.39,528491.46,730936.49,70167.49,-17967467016.479126,55986808290.51159,-126525088437.77698
455,6.872889650102999e+17,502.86,7.93,525170.14,822008.84,697120.63,917897.3,142786.14,237191.21,84815300093.8898,-56612534020.246994,-19445338164.972427
456,9.941057851921558e+16,25.88,35.65,953261.09,233945.71,407407.57,879460.72,603816.17,191027.19,7773234995.083153,4008327730.068899,-8050242287.738445
457,2.6643263478125366e+17,833.88,13.63,139322.39,303068.56,474273.96,83861.58,229925.99,913677.79,-18025904285.479504,-1614089332.8219361,17982606991.16111
458,5.3453501531711014e+17,405.17,32.63,998626.77,893146.9,265024.13,601500.7,584284.77,197751.3,27580968976.329132,12101403689.54884,-52812423547.71982
459,5.05300652048705e+17,826.65,10.66,253482.44,962262.58,389862.71,451166.25,161923.34,205205.72,-11955209170.956362,-35504460013.62259,-78434335835.17422
460,1.517312233806542e+17,374.36,16.85,309771.01,23952.59,650179.12,791376.22,385178.68,552504.04,14369568165.831543,-9410473052.011997,-1993377277.2596915
461,9.586486669737752e+17,557.84,21.51,832316.32,41097.08,775921.76,679559.22,808736.82,558048.06,67613502317.045,72202127766.79872,50341814238.054474
462,2.8545844825793853e+17,695.3,46.05,752367.89,841054.65,748817.12,201768.86,471492.25,989073.65,-11596548268.700909,7135964487.689611,52363021706.31522
463,3.7573872037207136e+17,539.17,7.24,234587.32,146442.28,474638.86,171561.32,982662.4,904948.47,-23845468165.679947,48169012261.747345,29886518982.752163
464,7.439447166750486e+17,581.67,13.18,572095.68,818347.42,821143.17,285621.32,833155.92,896978.21,-15060900486.146503,41414182984.46729,98131756298.96712
465,5.3884864388168096e+17,550.53,45.51,995118.69,728279.16,633490.49,69964.87,833364.49,140722.71,-14680084457.005552,31039834957.769203,-64001127238.86625
466,1.75202623597403e+16,287.74,29.87,858211.57,45671.51,853384.2,756074.95,242025.11,511249.0,1276942269.8903453,-1230824281.5512838,-231683706.9029287
467,1.4305331401407221e+17,87.15,35.14,167843.74,488633.1,726710.43,479319.53,174682.33,333365.97,-1081189355.9704432,-12799908099.892761,-1984740094.4588695
468,9.028028644411488e+17,669.12,7.97,457127.89,456517.94,98899.96,656047.82,230725.21,830812.81,6141239004.232053,-54303366272.117485,52515790118.882904
469,9.254043758935435e+16,374.17,29.57,208543.88,461155.68,463733.52,333616.68,72288.61,296320.64,-5737982785.500745,-11759148665.538689,-4330013192.90578
470,9.205258337197554e+17,451.49,28.95,451545.73,990723.16,583083.41,637315.51,165527.15,313290.49,4664137004.721756,-67113649627.21994,-55696158669.53648
471,5.734316185426227e+17,597.01,18.16,279731.19,725156.77,335027.54,107340.83,600504.38,854828.62,-55194580752.01186,6281440655.455249,42716394549.965164
472,9.660411988570314e+17,816.69,28.86,771430.57,154585.18,969002.79,735468.87,87907.9,819904.35,45330831490.73114,-121373708578.94197,67117951880.34958
473,7.726952379742184e+17,781.04,28.34,408068.02,466569.12,528531.22,692530.93,500256.19,695363.56,38743830769.45688,9722516858.337069,-6402305345.726093
474,2.711413015304077e+17,336.96,5.21,395809.14,9060.9,60662.69,314103.46,388206.75,391525.48,-17248377440.65479,-9014524054.949568,-7092653694.477567
475,8.823311251472127e+17,827.53,27.3,583736.1,253653.87,173915.52,467617.86,573388.36,512287.08,-32013821140.984978,44722395022.85716,18670045056.92933
476,5.782935631423256e+17,878.85,35.01,223603.4,98933.27,744874.16,994244.34,791058.36,784388.69,77902944260.43513,34184514161.80265,21489357116.612587
477,4.1617072550904864e+17,328.25,34.4,323446.31,217803.62,111501.04,346457.37,625448.31,574138.43,-28402084090.51255,17983010190.948723,-870958862.4102097
478,8.998726404656823e+17,645.36,42.37,661128.53,932140.53,576006.85,994241.26,365863.03,434707.65,127724992471.56798,-30493756865.13468,-910936537.2777262
479,5.133578646419142e+17,927.11,31.25,78649.0,871397.83,75893.28,911896.39,469121.47,603651.46,72286247589.8388,5952175275.217409,5052185716.553641
480,2.3080072226663965e+17,26.38,16.49,470025.65,122919.25,821233.09,527458.65,64652.44,15157.08,-745658769.9916441,-23304968370.513687,-27146654329.81229
481,4.644729569565352e+17,168.93,43.8,762304.64,114512.3,96591.82,266904.26,602894.67,881233.73,-11781965550.762497,34152489369.558716,36352035496.243835
482,4.365119359131768e+17,657.39,47.49,566571.99,196143.45,730965.85,474830.32,100579.58,790817.75,18898442487.949413,-82836074143.33478,74605475556.61452
483,8.808527938598049e+17,463.19,11.21,992666.63,213652.96,648821.84,357682.05,348788.44,619178.28,-31959466052.80539,-43865775772.13098,26479460482.928555
484,4.84150029610264e+17,759.92,15.55,857656.36,57782.76,717338.24,632207.68,821317.35,988118.79,17146871528.159737,29308026161.338017,63002753840.933876
485,8.771641305582836e+17,10.3,28.72,106211.0,900618.02,603783.97,682241.92,667173.41,182460.89,40261373175.53464,39025332744.74118,-74122711817.10901
486,7.209116151347414e+17,756.34,43.94,147470.22,72281.54,12306.67,466085.08,827111.42,979763.96,-22016988135.270206,52376322519.414665,88814466439.42847
487,7.660915931788262e+17,46.78,42.97,380231.28,250885.8,869597.44,586942.04,206243.25,434510.24,26422819044.905327,-63228498080.5999,2144239309.3167496
488,3.05385458278661e+17,802.32,39.46,906968.3,293935.56,510247.22,645841.86,580639.87,866949.19,17111200809.596954,10250617795.635271,39943631228.06141
489,5.566167609017172e+17,752.96,30.02,520077.47,809.44,820081.9,595489.61,213337.5,117005.35,-6172930956.483902,-50442916755.12131,-52940849843.85759
490,1.9303578673149395e+17,33.56,17.2,337429.26,182043.92,55824.86,670454.69,423032.52,231354.97,8073010303.388197,-1289606778.708677,-10994708683.553177
491,1.5139196114842774e+17,756.86,45.56,217636.74,521559.1,577432.66,807990.55,506931.4,134267.45,-42762669525.66448,-13494971045.817097,-12957533142.192457
492,3.082264272804095e+17,602.96,9.39,786461.63,220762.8,765093.74,267738.06,563927.27,212510.96,-19933108130.928986,2316474543.5103903,-26715780283.640785
493,6.704280603925619e+16,151.85,24.12,786975.42,456542.13,284528.61,201573.38,598197.75,507457.35,-7508236061.5976715,1387582972.3497126,-761220363.312724
494,7.901481521258308e+17,599.01,29.9,131686.11,162880.89,704546.1,153182.08,167649.49,836246.21,-155606603007.2504,-32644293395.527412,56697396749.23451
495,8.392030563792627e+17,994.18,45.31,638577.99,288543.18,257219.82,760161.35,679174.48,756985.23,38867112006.94779,18453400819.146843,45064037774.528534
496,7109937849380984.0,651.09,40.94,551375.99,781939.87,310247.32,876013.41,633468.55,928700.07,585864730.686207,30759637.39254409,696904818.9357318
497,5.336774047089779e+17,996.88,6.67,140775.36,194626.77,671329.45,154290.32,798153.76,433829.38,-49276095115.87517,31402149731.430943,-1049715103.1055641
498,9.667309193525906e+17,659.31,18.81,456814.12,31108.28,414956.38,300553.17,704522.6,400673.59,-48384253358.09048,39726695909.287674,-43923532000.893776
499,8.733110064540445e+17,265.44,25.93,119031.43,988973.69,1798.56,371731.02,206127.08,273924.18,-80824363153.61494,-95813213441.47755,-20038601376.725273
500,8.497458098574889e+17,406.2,7.31,79686.6,170450.73,266242.89,890355.49,20862.93,877609.41,68133571047.01909,-105156904424.33292,43035879137.0652
501,6.765807546843274e+17,17.63,23.76,222875.89,698936.81,604707.49,399277.68,45462.83,490051.19,-62696416458.95709,-99341975194.65063,-13346486986.706364
502,2.645493481593885e+17,195.74,14.39,538019.86,455592.71,319186.14,64249.63,874921.79,532853.66,-36789850397.218704,16881123143.95978,-242724038.75473803
503,5.885941338801283e+17,574.87,28.55,424541.25,603384.44,369496.17,144177.01,804744.8,956648.94,-53169025250.35633,24513188186.16884,82073317435.49857
504,5.950134710333722e+17,617.84,7.69,413535.68,278637.55,699271.94,182411.25,931490.29,946112.46,-48695455028.70795,73039171654.8722,45587605016.509315
505,9.805070754316767e+17,237.81,44.95,578960.47,459681.46,61541.0,96029.82,716745.71,733138.13,-123867843673.38293,38506684132.60879,42265313171.93049
506,7.929089664972387e+17,522.36,5.94,502109.83,726649.68,686365.02,935704.3,465739.73,802047.42,102501445235.81183,238518963.89317513,50589495202.64084
507,6.676093353467735e+17,260.44,43.0,959590.72,159628.28,747867.2,50403.31,257634.65,447653.48,-85954073801.74294,-37594837100.15796,-10637402024.598341
508,6.015106422302502e+17,300.26,43.26,52381.61,292456.32,909608.58,391432.95,86598.54,608888.4,-16999596720.885574,-81641606229.03432,19178271487.241173
509,8.489756149881819e+17,884.46,26.93,508059.77,287688.54,905987.39,462837.78,107076.31,775912.88,-53112672576.36577,-103411043381.55504,1300854196.0391235
510,8.961484302837004e+17,652.95,36.04,836625.29,35775.73,564826.6,86359.74,962286.57,529427.12,-143142927166.20828,81035240010.91963,95917692309.51863
511,6.99115785205289e+16,545.29,37.49,974529.79,262849.74,708368.15,219291.06,95630.96,664489.01,-3832021143.053404,-9094194185.961124,843954805.0108559
512,8.283728872269819e+17,282.83,49.73,934336.1,527850.45,300538.01,764321.61,492744.97,243546.94,40574439080.51357,24635258165.165653,-45937901679.19761
513,9.686803964322587e+17,494.78,11.79,411669.61,894642.77,817094.43,140148.26,626343.64,106829.95,-85401970845.53442,11417473819.089378,-103548983714.34161
514,5.397070206360475e+17,198.89,31.68,284604.2,572027.19,259116.7,597305.73,629958.98,187725.4,22703270327.81832,17400433083.41061,-49709056390.68849
515,4.04076785364051e+17,741.89,41.32,474840.25,135118.55,622037.4,518135.92,628690.26,738285.97,-17056207626.08812,29526395507.10994,23947551046.63367
516,4.330547781470272e+17,893.69,45.54,971374.69,760080.68,600817.78,204022.8,702158.59,760734.65,-31390582352.46228,10504145825.460075,19584850866.70111
517,9.401849685451429e+17,362.95,40.83,1052.14,849200.59,489153.74,337409.12,308979.06,24848.05,-33326652763.857063,-21198486324.33423,-134125664963.93335
518,1.6809991048459376e+16,669.0,29.78,141809.76,181432.48,197751.85,43392.98,746185.27,266170.76,-2501869283.675981,1147662888.9933243,-727573206.6510642
519,6.779797739137779e+17,621.23,13.95,341260.69,178476.32,508825.86,650107.99,586461.79,786790.73,29405423192.259018,33673302089.22078,39863868914.32616
520,6.643380621009363e+17,379.44,9.07,471807.11,230994.43,334663.67,496958.98,783970.4,991194.39,9880553809.520805,12708221045.895157,93115045147.76569
521,5.0003433703967994e+17,602.89,18.71,62502.71,959741.83,262766.76,404436.75,767470.16,319109.22,-4052549269.3043547,29449710159.695633,-27062822362.9493
522,5.551130036479126e+17,197.73,12.11,4685.49,192332.92,945129.13,233708.28,278881.38,872871.55,-48640412915.888916,-21561869212.522995,53448324816.83878
523,7.190476968567835e+17,428.61,34.66,835353.41,808752.47,420750.1,535553.94,213854.07,409584.21,6881024337.332597,-54742297242.08241,-4925781222.798173
524,6.874068466191224e+17,661.17,49.34,267532.76,281308.12,546372.67,70096.84,629149.74,636295.19,-93629351346.02426,1267708325.8212106,56042612.23757076
525,9.147594857530653e+17,520.99,30.88,964735.33,59094.23,885151.98,900995.35,708284.73,482145.96,99972067880.54828,24221772825.00387,15030511011.239658
526,3.868451055780081e+16,191.84,26.41,60598.63,970286.49,747512.48,128094.34,754552.28,833379.67,-4618833307.084779,1302962220.4854095,2018673036.7050953
527,9.321179904097801e+17,702.15,14.29,624733.23,6106.28,416534.71,175822.36,338361.15,823137.32,-70684716857.56425,-36102283615.39651,86956498397.48195
528,4.37492803042631e+17,88.87,17.4,118400.42,842503.88,762101.35,680241.1,756120.74,843522.57,31288847222.342876,43868925368.9879,44792081145.303665
529,9.275388084177244e+17,299.23,34.69,99649.16,421440.69,371496.37,912244.7,953967.57,80265.04,69693834486.5237,75768392672.6845,-60406694076.374245
530,4.5925660916965e+16,247.51,40.26,66719.96,786072.08,289078.93,490531.25,82489.59,182641.86,732169209.7809988,-8182393484.331047,-5755263544.880154
531,7.198053826855626e+17,343.37,12.77,723555.52,395215.55,315971.08,864264.99,806210.7,490999.47,64569985466.43768,74044181470.7687,20431025340.02017
532,4.944240556795436e+17,197.47,6.69,416865.86,431147.36,625295.43,134242.26,826927.89,765286.24,-36891514012.21817,34491519047.383415,28587360046.807022
533,1.4911112971827754e+17,676.86,6.85,858136.39,277493.02,656797.51,482275.53,47840.0,861988.43,-1545635463.7692752,-18488722312.545425,17202953626.308357
534,7.768862946193553e+17,928.24,19.06,871250.71,334989.44,926227.46,865089.06,291231.75,177442.37,85541834842.61859,-19755409052.711403,-25632379852.358284
535,5.547013262052931e+17,211.45,13.41,865070.58,919521.07,776446.54,403284.04,180416.97,125468.25,-15363129141.49561,-36432901091.323044,-67982623637.40465
536,5.6361695729089363e+17,633.68,15.21,431337.81,539233.53,400689.22,606066.63,478855.82,774165.39,-3810257017.3847623,-10530691627.830189,25565303943.518543
537,1.6603443442709552e+17,44.75,33.22,68323.37,88084.04,452446.54,559633.79,71978.35,883666.2,1658812565.433366,-17250803358.33008,23546542616.37474
538,5.304697430058567e+17,671.21,15.2,794788.57,7918.12,141119.93,606587.16,321063.06,181490.34,30752529287.07581,-34598332827.76756,-44854725185.050934
539,3.3251621922590624e+17,138.73,47.03,317035.66,855931.88,771779.59,38073.87,563334.37,15689.2,-62427865935.77053,-18076719215.75764,-52410067833.370056
540,1.8718670390625046e+17,288.76,36.56,660694.26,887402.25,960812.91,180150.21,787942.83,189961.41,-12093570890.728674,7773390307.732521,-13081019220.324818
541,8.4821540980242e+17,410.15,21.66,150596.77,518924.73,279764.59,885262.98,981252.17,587005.75,47331677395.40821,119135062991.86972,-2442370559.5406704
542,7.77002749942003e+17,549.99,44.46,13111.56,331679.35,608090.66,392617.49,474503.7,314892.01,-27902907524.780502,-5252757758.440483,-30055481819.653404
543,5.093120950883919e+17,191.16,45.68,231603.24,604405.62,8264.48,832604.16,262038.25,167454.14,63258744723.80223,-49294126655.7704,-25761716479.58333
544,3.404753050414588e+17,803.26,35.63,838694.34,864792.34,657848.93,259289.97,888024.38,223162.23,-3992565831.0666385,41442124831.64941,-20831458060.962635
545,5.34914252399049e+17,907.19,20.73,889325.25,16966.35,262711.0,308339.69,850710.99,114380.52,-10763798465.547455,47646575641.89899,-60695897628.44417
546,1.5583131781648797e+17,479.78,26.18,722718.14,456275.48,350854.89,843385.23,685971.64,655805.42,16069551277.95272,3220281730.0297065,3302275735.8283186
547,2.3173301916738304e+17,169.2,34.26,337208.46,120778.12,275099.5,381458.7,223344.75,276621.67,1849601829.728054,14868456464.646732,-1109519914.9799256
548,5.1672585765931424e+17,212.82,33.92,692729.26,540929.09,944605.3,180731.83,530354.19,555824.98,-62842455423.743675,11520697400.907791,-14003510578.579016
549,1.8734301944295776e+17,964.4,25.5,38682.64,492206.99,7922.84,378371.14,616204.32,109008.33,-4508630358.99201,4775246703.626261,-22001575836.12301
550,6.964986706667264e+17,459.21,29.17,327934.39,427757.61,409742.08,517075.15,291114.16,258861.06,-7297307709.198418,-52021496195.6336,-24159872646.783287
551,6.813343977896914e+17,558.54,47.39,109371.63,483142.57,803442.43,164966.59,428762.45,971708.82,-57017411979.26039,-34997938801.91188,87937707427.62762
552,4.60514531091934e+17,760.07,30.61,267717.21,887237.78,773152.59,421303.38,866591.91,689278.8,-2407184087.209842,52402234499.483734,15500848232.163296
553,6.415288055364238e+17,359.69,26.64,86461.42,351575.1,49516.87,508051.05,188491.26,682389.64,-2317632052.2825985,-53328111289.89983,-26914802084.81243
554,9.66644438441358e+17,409.94,19.14,196776.75,812112.45,464804.07,498511.84,701175.09,414912.13,20582511008.636707,55497207529.80788,-53260602758.671646
555,6.184353402727766e+17,492.46,26.99,310595.04,256004.56,974934.31,750988.46,168699.81,328906.75,50239114453.911545,-66763125333.34341,-21590491668.449303
556,3.900335849194294e+17,176.7,13.31,713375.84,912574.83,999139.17,594108.04,388783.66,462859.87,7811291688.160988,-12359514009.650045,13849437357.03514
557,7.851110429639282e+17,900.7,17.36,441867.95,672802.4,625740.13,786447.08,547007.56,859233.07,69139394337.93893,10427075956.75197,78719604226.419
558,3.334633004507799e+17,245.9,19.07,37963.0,804392.65,977205.37,125210.37,470450.64,45375.59,-27961800285.99524,-1627560823.4745317,-40781130624.99425
559,9.80202713259961e+17,88.75,44.18,624497.35,497460.15,659395.98,438774.95,463567.95,806767.79,-14108549938.65796,4094886768.696882,77576614634.14719
560,1.1816170284453845e+17,453.9,17.37,620185.59,241809.03,804325.67,726254.51,896173.03,948977.05,5333286073.652256,3580047576.787394,9281105624.422321
561,8.354057397796283e+17,713.1,44.8,36006.38,253832.08,791679.02,813656.09,575975.71,499081.51,151046276513.7288,-46998314137.72821,50247537043.03678
562,1.014196456624593e+17,771.21,35.85,832767.34,440695.51,120192.66,423054.44,672917.98,236306.31,-1107520156.6206036,5602871137.692372,-8711311368.046816
563,9.692115792171165e+17,293.34,23.87,426683.03,950005.83,562780.27,966105.59,463767.76,331600.55,142948738534.76184,-6328200267.967974,-30521580970.155327
564,5.556761427633213e+16,439.12,36.96,237855.16,642483.0,221764.54,411027.45,314449.14,761438.99,-4047790732.9644256,-2552908629.5137157,1652673080.9361622
565,6.363739584175479e+17,565.67,17.97,610555.94,403208.8,54715.97,707699.21,677362.39,875960.84,47903849093.6075,24112564487.370888,69348891968.49643
566,3.117336346198813e+17,195.89,9.31,588029.81,117787.01,776783.72,114706.53,669796.08,218736.59,-24082182691.370865,16569600233.16334,-21002707081.165367
567,3.9475786430033274e+17,994.24,12.34,155478.37,270637.53,208042.08,278522.54,159104.13,424801.51,-25155591941.319183,-43920855323.059845,5458195120.776028
568,1.1642003746627357e+17,269.32,31.24,605818.23,548856.93,524738.55,520832.24,442706.08,823486.28,2730275915.497303,-3191267576.7760587,8724585706.237213
569,7.007634339556712e+17,735.95,25.2,249921.78,737805.25,621138.7,698878.25,407403.96,957876.86,22738872365.374557,-12777907390.3465,102942265388.11284
570,7.709667546132076e+17,106.52,33.15,337861.62,967138.95,120821.14,39925.86,686824.76,680056.72,-127288114863.48549,56485771491.92155,10786609934.418747
571,1.2216987432262786e+17,398.21,12.29,581832.87,16776.1,951483.85,287244.68,663389.15,685966.08,-5096939801.207691,3189210705.2187366,84376735.26112461
572,9.13870486842606e+17,644.31,10.31,665103.29,609950.95,650097.93,209274.57,916009.25,653267.89,-43498182698.27831,102673769996.7893,13824771224.66995
573,9.661952990070597e+17,772.01,17.91,522910.66,471998.99,549087.11,741984.77,455120.6,784572.48,86029181411.28816,18464695787.56655,87881125968.76035
574,9.677245347423272e+17,677.53,21.0,468720.89,322927.61,735000.75,220595.63,173097.79,124728.93,-41727445741.478516,-57466612485.102104,-86210729662.64627
575,8.121741164254253e+17,695.57,11.58,332248.84,84479.73,464688.3,427088.63,116614.0,277427.42,-41943685634.91974,-109294950160.7769,-25460407364.960114
576,8.901960442975158e+17,945.92,30.93,84041.3,515250.38,503762.03,206625.33,711939.92,82569.24,-17542777959.69218,36824069082.56847,-119617257329.84114
577,5.140237886636047e+17,337.36,27.79,750482.58,497145.33,297186.89,294890.36,363340.7,143348.3,-24939335139.547268,-17362115968.911583,-52926585085.70421
578,8.713791730888991e+17,357.68,40.18,387708.37,905864.24,694563.08,630730.62,495476.59,406459.72,44661153922.19026,1313661852.546939,-29161878299.68072
579,9.665271865286619e+17,708.05,9.69,305897.87,497911.78,833332.71,965120.58,235891.49,782526.45,111514261281.85295,-62357400031.096985,72251933974.30704
580,8.559983635670188e+17,492.8,43.93,187034.91,946631.64,237110.55,650119.2,955908.8,144442.38,-1415381425.4739838,119290375893.02225,-62288828679.3039
581,8.410815626348328e+17,368.05,46.8,970462.15,849516.72,817481.96,240122.48,677746.4,825386.26,-64640920108.37089,37050482336.42282,77254253659.63808
582,5.125861725406893e+17,330.14,29.09,658493.3,963751.21,719985.07,49414.75,588864.5,138532.45,-71113549182.84276,5170266146.635934,-45162560040.88005
583,4.8523380283221766e+17,197.2,18.96,871737.16,281652.39,208135.05,425420.12,743669.87,704676.65,4717625835.174477,22667456139.46084,20510663644.061195
584,9.143172306052173e+17,51.59,13.77,346144.86,714840.69,717098.68,888434.67,859513.66,642945.52,62937770042.833305,85340316980.21112,15914579310.762903
585,4.1420865996066624e+17,385.23,49.48,427871.15,416033.06,275483.08,856666.06,313272.8,624312.27,40688136931.778984,-22098951324.33991,-8477046860.561447
586,4.233437683449563e+17,563.05,34.55,382367.03,316955.49,837626.61,759731.47,627158.74,70449.66,29233585665.855015,18928229164.624207,-46405719017.2561
587,8.928732713945307e+16,147.74,5.64,140164.08,578904.92,349902.1,938707.22,451794.29,270468.28,14396228463.73808,-2311564816.0665007,-6970997943.623518
588,1.9783089980285027e+17,457.71,5.75,166087.54,822646.62,856811.86,90843.86,647912.67,958498.54,-13558781485.510693,1892047507.505671,27479448133.5792
589,6.850668299784689e+17,447.07,21.14,365505.96,858925.29,735160.35,728500.61,793687.56,153590.59,40214609436.44663,53718060688.53503,-60390838999.269875
590,7.383171806125532e+17,567.17,21.02,893742.57,162148.81,679342.39,931960.61,846432.34,549337.21,96421390702.21774,53331871643.5025,1102659661.9217405
591,7.519263466034834e+17,249.39,48.12,470520.98,297703.19,621026.32,788441.22,451809.33,249210.19,52721805911.27181,-13126666427.611942,-36941280683.59933
592,3.322032368234533e+17,572.44,23.21,159999.75,203215.56,371975.19,975962.98,117305.05,274960.98,44985560457.75214,-27523392524.29214,-8265719242.441248
593,7.969046483429504e+17,562.14,36.01,240933.51,633707.58,9766.68,731584.23,336904.68,338669.02,61200651113.95597,-49845954037.67073,-33570906414.604164
594,8.84993273154297e+17,924.62,16.29,911565.26,258304.19,604646.08,147218.18,978403.47,295417.19,-58980221283.53319,126270862206.21085,-45584407849.9613
595,6.500288350656623e+17,844.53,45.34,78094.57,220612.14,262478.43,937641.8,588881.86,39687.98,40257847302.41601,22241567330.994415,-79663113937.79343
596,5.4878048300124454e+17,555.19,6.08,786168.52,506624.36,598840.33,450819.27,155007.72,233672.03,31589165011.50804,-55654936809.2115,-36953976669.24913
597,7.73471128721152e+17,165.04,7.98,882537.27,760833.18,837763.03,779585.14,50570.67,247826.04,40382553972.683586,-91740858358.41284,-24991976577.785812
598,8.705835754080993e+17,688.39,43.49,772051.5,371672.58,146476.44,676489.52,838526.11,721344.08,32970361329.84802,64963989019.96176,10385692989.017199
599,9.060124695231375e+17,817.51,10.11,675535.93,689335.64,444216.56,462516.69,641427.12,409822.49,-8752690506.963968,20199751864.6552,-38414208020.34824
600,4.029566802010076e+17,233.18,30.87,687657.35,436254.7,471731.39,253194.07,833274.15,512731.42,-28344491683.851303,45210484034.156494,12608816571.773445
601,7.671613886460113e+17,379.02,45.96,545911.92,348068.17,160352.51,624620.14,294336.35,982435.35,10002669062.684303,-34487980535.28847,123087258970.13448
602,1.8904869859628486e+17,715.95,37.43,304725.43,658056.88,735429.0,488892.73,292034.33,495731.23,-1058133917.8959063,-10630667202.733982,2026840036.3330688
603,7.1623664383590824e+16,966.55,37.84,398459.44,128857.05,140374.84,817108.75,359414.7,163641.24,6001524567.378679,-3186263614.183747,-3964861763.6968975
604,6.258021476330319e+16,614.53,38.86,125916.09,671478.29,122602.21,411252.54,443735.2,306411.68,-839835851.6849425,-2226628409.4741497,-3288815274.6259613
